policy_expert,t,action_expert,action_type_expert,k_expert,valid_expert,reward_expert,total_reward_expert,time_min_expert,minute_of_day_expert,m1_busy_expert,m2_busy_expert,stock_raw_expert,stock_p1_expert,stock_p2_inter_expert,stock_p2_expert,backlog_p1_expert,backlog_p2_expert,raw_incoming_expert,time_to_next_sell_expert,reward_last_step_expert,reward_week_expert,policy_ppo,action_ppo,action_type_ppo,k_ppo,valid_ppo,reward_ppo,total_reward_ppo,time_min_ppo,minute_of_day_ppo,m1_busy_ppo,m2_busy_ppo,stock_raw_ppo,stock_p1_ppo,stock_p2_inter_ppo,stock_p2_ppo,backlog_p1_ppo,backlog_p2_ppo,raw_incoming_ppo,time_to_next_sell_ppo,reward_last_step_ppo,reward_week_ppo,same_action
expert,2461,200,WAIT,0,1,-0.2,3157.5200000000964,2461,1021,1,1,4.0,0.0,2.0,0.0,8.0,1.0,15.0,14,-2.0,3157.72,ppo,164,ORDER_RAW,15,1,-15.0,3319.8800000000724,2461,1021,0,0,0.0,0.0,0.0,22.0,16.0,0.0,15.0,14,-0.2,3334.88,False
expert,2463,200,WAIT,0,1,-0.2,3157.1200000000968,2463,1023,1,1,4.0,0.0,2.0,0.0,8.0,1.0,15.0,12,-0.2,3157.32,ppo,164,ORDER_RAW,15,1,-15.0,3304.6800000000726,2463,1023,0,0,0.0,0.0,0.0,22.0,16.0,0.0,30.0,12,-0.2,3319.68,False
expert,2465,50,PROD_P2_STEP1,1,1,5.0,3161.920000000097,2465,1025,0,1,4.0,0.0,3.0,0.0,8.0,1.0,15.0,10,-0.2,3156.92,ppo,200,WAIT,0,1,-0.2,3304.280000000073,2465,1025,0,0,0.0,0.0,0.0,22.0,16.0,0.0,45.0,10,-0.2,3304.48,False
expert,2466,150,ORDER_RAW,1,1,-1.0,3160.920000000097,2466,1026,1,1,3.0,0.0,3.0,0.0,8.0,1.0,15.0,9,5.0,3161.92,ppo,200,WAIT,0,1,-0.2,3304.080000000073,2466,1026,0,0,0.0,0.0,0.0,22.0,16.0,0.0,45.0,9,-0.2,3304.28,False
expert,2472,100,PROD_P2_STEP2,1,1,15.0,3174.920000000098,2472,1032,1,0,4.0,0.0,3.0,1.0,8.0,1.0,15.0,3,-0.2,3159.92,ppo,200,WAIT,0,1,-0.2,3302.8800000000742,2472,1032,0,0,0.0,0.0,0.0,22.0,16.0,0.0,45.0,3,-0.2,3303.08,False
expert,2475,1,PROD_P1,2,1,1.0,3195.360000000098,2475,1035,0,1,4.0,0.0,3.0,0.0,8.0,0.0,15.0,0,19.64,3194.36,ppo,200,WAIT,0,1,-0.2,3321.9400000000746,2475,1035,0,0,0.0,0.0,0.0,21.0,17.0,0.0,45.0,0,19.46,3322.14,False
expert,2476,150,ORDER_RAW,1,1,-1.0,3194.360000000098,2476,1036,1,1,2.0,0.0,3.0,0.0,8.0,0.0,15.0,14,1.0,3195.36,ppo,200,WAIT,0,1,-0.2,3321.740000000075,2476,1036,0,0,0.0,0.0,0.0,21.0,17.0,0.0,45.0,14,-0.2,3321.94,False
expert,2481,1,PROD_P1,2,1,1.0,3194.5600000000986,2481,1041,0,1,3.0,2.0,3.0,0.0,8.0,0.0,15.0,9,-0.2,3193.56,ppo,200,WAIT,0,1,-0.2,3320.7400000000757,2481,1041,0,0,0.0,0.0,0.0,21.0,17.0,0.0,45.0,9,-0.2,3320.94,False
expert,2482,151,ORDER_RAW,2,1,-2.0,3192.5600000000986,2482,1042,1,1,1.0,2.0,3.0,0.0,8.0,0.0,15.0,8,1.0,3194.56,ppo,200,WAIT,0,1,-0.2,3320.540000000076,2482,1042,0,0,0.0,0.0,0.0,21.0,17.0,0.0,45.0,8,-0.2,3320.74,False
expert,2487,100,PROD_P2_STEP2,1,1,15.0,3206.7600000000994,2487,1047,0,0,1.0,4.0,3.0,1.0,8.0,0.0,17.0,3,-0.2,3191.76,ppo,200,WAIT,0,1,-0.2,3319.540000000077,2487,1047,0,0,0.0,0.0,0.0,21.0,17.0,0.0,45.0,3,-0.2,3319.74,False
expert,2490,50,PROD_P2_STEP1,1,1,5.0,3239.2200000000994,2490,1050,0,1,2.0,0.0,2.0,0.0,6.0,1.0,16.0,0,27.66,3234.22,ppo,200,WAIT,0,1,-0.2,3338.600000000077,2490,1050,0,0,0.0,0.0,0.0,20.0,17.0,0.0,45.0,0,19.46,3338.8,False
expert,2500,50,PROD_P2_STEP1,1,1,5.0,3242.420000000101,2500,1060,0,1,1.0,0.0,3.0,0.0,6.0,1.0,16.0,5,-0.2,3237.42,ppo,200,WAIT,0,1,-0.2,3336.600000000079,2500,1060,0,0,0.0,0.0,0.0,20.0,17.0,0.0,45.0,5,-0.2,3336.8,False
expert,2501,150,ORDER_RAW,1,1,-1.0,3241.420000000101,2501,1061,1,1,0.0,0.0,3.0,0.0,6.0,1.0,16.0,4,5.0,3242.42,ppo,200,WAIT,0,1,-0.2,3336.400000000079,2501,1061,0,0,0.0,0.0,0.0,20.0,17.0,0.0,45.0,4,-0.2,3336.6,False
expert,2502,100,PROD_P2_STEP2,1,1,15.0,3256.420000000101,2502,1062,1,0,0.0,0.0,3.0,1.0,6.0,1.0,17.0,3,-1.0,3241.42,ppo,200,WAIT,0,1,-0.2,3336.2000000000794,2502,1062,0,0,0.0,0.0,0.0,20.0,17.0,0.0,45.0,3,-0.2,3336.4,False
expert,2506,200,WAIT,0,1,-0.2,3275.4800000001014,2506,1066,1,1,2.0,0.0,2.0,0.0,6.0,1.0,15.0,14,-0.2,3275.68,ppo,164,ORDER_RAW,15,1,-15.0,3340.24000000008,2506,1066,0,0,0.0,0.0,0.0,19.0,18.0,0.0,45.0,14,-0.2,3355.24,False
expert,2510,50,PROD_P2_STEP1,1,1,5.0,3279.880000000102,2510,1070,0,1,3.0,0.0,3.0,0.0,6.0,1.0,14.0,10,-0.2,3274.88,ppo,200,WAIT,0,1,-0.2,3339.4400000000805,2510,1070,0,0,0.0,0.0,0.0,19.0,18.0,0.0,60.0,10,-0.2,3339.64,False
expert,2511,150,ORDER_RAW,1,1,-1.0,3278.880000000102,2511,1071,1,1,2.0,0.0,3.0,0.0,6.0,1.0,14.0,9,5.0,3279.88,ppo,200,WAIT,0,1,-0.2,3339.2400000000807,2511,1071,0,0,0.0,0.0,0.0,19.0,18.0,0.0,60.0,9,-0.2,3339.44,False
expert,2517,100,PROD_P2_STEP2,1,1,15.0,3292.880000000103,2517,1077,1,0,2.0,0.0,3.0,1.0,6.0,1.0,15.0,3,-0.2,3277.88,ppo,200,WAIT,0,1,-0.2,3338.040000000082,2517,1077,0,0,0.0,0.0,0.0,19.0,18.0,0.0,60.0,3,-0.2,3338.24,False
expert,2520,1,PROD_P1,2,1,1.0,3313.360000000103,2520,1080,0,1,3.0,0.0,3.0,0.0,6.0,0.0,14.0,0,19.68,3312.36,ppo,200,WAIT,0,1,-0.2,3357.0800000000822,2520,1080,0,0,0.0,0.0,0.0,18.0,18.0,0.0,60.0,0,19.44,3357.28,False
expert,2521,150,ORDER_RAW,1,1,-1.0,3312.360000000103,2521,1081,1,1,1.0,0.0,3.0,0.0,6.0,0.0,14.0,14,1.0,3313.36,ppo,200,WAIT,0,1,-0.2,3356.8800000000824,2521,1081,0,0,0.0,0.0,0.0,18.0,18.0,0.0,60.0,14,-0.2,3357.08,False
expert,2532,100,PROD_P2_STEP2,1,1,15.0,3325.3600000001047,2532,1092,0,0,1.0,2.0,3.0,1.0,6.0,0.0,15.0,3,-0.2,3310.36,ppo,200,WAIT,0,1,-0.2,3354.6800000000844,2532,1092,0,0,0.0,0.0,0.0,18.0,18.0,0.0,60.0,3,-0.2,3354.88,False
expert,2535,0,PROD_P1,1,1,0.5,3349.3600000001047,2535,1095,0,1,1.0,0.0,2.0,0.0,5.0,0.0,15.0,0,23.7,3348.86,ppo,200,WAIT,0,1,-0.2,3373.720000000085,2535,1095,0,0,0.0,0.0,0.0,17.0,18.0,0.0,60.0,0,19.44,3373.92,False
expert,2538,0,PROD_P1,1,1,0.5,3349.460000000105,2538,1098,0,1,2.0,1.0,2.0,0.0,5.0,0.0,13.0,12,-0.2,3348.96,ppo,200,WAIT,0,1,-0.2,3373.1200000000854,2538,1098,0,0,0.0,0.0,0.0,17.0,18.0,0.0,60.0,12,-0.2,3373.32,False
expert,2539,150,ORDER_RAW,1,1,-1.0,3348.460000000105,2538,1099,1,1,1.0,1.0,2.0,0.0,5.0,0.0,13.0,11,0.5,3349.46,ppo,200,WAIT,0,1,-0.2,3372.9200000000856,2538,1099,0,0,0.0,0.0,0.0,17.0,18.0,0.0,60.0,11,-0.2,3373.12,False
expert,2541,0,PROD_P1,1,1,0.5,3348.7600000001053,2541,1101,0,1,2.0,2.0,2.0,0.0,5.0,0.0,13.0,9,-0.2,3348.26,ppo,200,WAIT,0,1,-0.2,3372.520000000086,2541,1101,0,0,0.0,0.0,0.0,17.0,18.0,0.0,60.0,9,-0.2,3372.72,False
expert,2542,150,ORDER_RAW,1,1,-1.0,3347.7600000001053,2542,1102,1,1,1.0,2.0,2.0,0.0,5.0,0.0,13.0,8,0.5,3348.76,ppo,200,WAIT,0,1,-0.2,3372.320000000086,2542,1102,0,0,0.0,0.0,0.0,17.0,18.0,0.0,60.0,8,-0.2,3372.52,False
expert,2544,0,PROD_P1,1,1,0.5,3348.0600000001054,2544,1104,0,1,1.0,3.0,2.0,0.0,5.0,0.0,14.0,6,-0.2,3347.56,ppo,200,WAIT,0,1,-0.2,3371.9200000000865,2544,1104,0,0,0.0,0.0,0.0,17.0,18.0,0.0,60.0,6,-0.2,3372.12,False
expert,2545,150,ORDER_RAW,1,1,-1.0,3347.0600000001054,2545,1105,1,1,0.0,3.0,2.0,0.0,5.0,0.0,14.0,5,0.5,3348.06,ppo,200,WAIT,0,1,-0.2,3371.7200000000867,2545,1105,0,0,0.0,0.0,0.0,17.0,18.0,0.0,60.0,5,-0.2,3371.92,False
expert,2547,100,PROD_P2_STEP2,1,1,15.0,3361.8600000001056,2547,1107,0,0,0.0,4.0,2.0,1.0,5.0,0.0,15.0,3,-0.2,3346.86,ppo,200,WAIT,0,1,-0.2,3371.320000000087,2547,1107,0,0,0.0,0.0,0.0,17.0,18.0,0.0,60.0,3,-0.2,3371.52,False
expert,2551,200,WAIT,0,1,-0.2,3388.980000000106,2551,1111,0,1,0.0,0.0,1.0,0.0,3.0,1.0,15.0,14,-0.2,3389.18,ppo,164,ORDER_RAW,15,1,-15.0,3395.3200000000875,2551,1111,0,0,0.0,0.0,0.0,15.0,20.0,0.0,60.0,14,-0.2,3410.32,False
expert,2553,50,PROD_P2_STEP1,1,1,5.0,3393.780000000106,2553,1113,0,1,1.0,0.0,1.0,0.0,3.0,1.0,14.0,12,-0.2,3388.78,ppo,200,WAIT,0,1,-0.2,3394.920000000088,2553,1113,0,0,0.0,0.0,0.0,15.0,20.0,0.0,75.0,12,-0.2,3395.12,False
expert,2562,100,PROD_P2_STEP2,1,1,15.0,3407.1800000001076,2562,1122,1,0,0.0,0.0,1.0,1.0,3.0,1.0,14.0,3,-0.2,3392.18,ppo,200,WAIT,0,1,-0.2,3393.1200000000895,2562,1122,0,0,0.0,0.0,0.0,15.0,20.0,0.0,75.0,3,-0.2,3393.32,False
expert,2567,50,PROD_P2_STEP1,1,1,5.0,3431.300000000108,2567,1127,0,1,1.0,0.0,1.0,0.0,3.0,1.0,13.0,13,-0.2,3426.3,ppo,200,WAIT,0,1,-0.2,3431.6800000000903,2567,1127,0,0,0.0,0.0,0.0,13.0,22.0,0.0,75.0,13,-0.2,3431.88,False
expert,2568,150,ORDER_RAW,1,1,-1.0,3430.300000000108,2568,1128,1,1,0.0,0.0,1.0,0.0,3.0,1.0,13.0,12,5.0,3431.3,ppo,200,WAIT,0,1,-0.2,3431.4800000000905,2568,1128,0,0,0.0,0.0,0.0,13.0,22.0,0.0,75.0,12,-0.2,3431.68,False
expert,2573,200,WAIT,0,1,-0.2,3429.300000000109,2573,1133,1,1,0.0,0.0,1.0,0.0,3.0,1.0,14.0,7,-0.2,3429.5,ppo,53,PROD_P2_STEP1,4,1,20.0,3450.6800000000912,2573,1133,0,0,15.0,0.0,0.0,13.0,22.0,0.0,60.0,7,-0.2,3430.68,False
expert,2577,100,PROD_P2_STEP2,1,1,15.0,3443.7000000001094,2577,1137,0,0,0.0,0.0,2.0,1.0,3.0,1.0,14.0,3,-0.2,3428.7,ppo,200,WAIT,0,1,-0.2,3449.880000000092,2577,1137,1,0,11.0,0.0,0.0,13.0,22.0,0.0,60.0,3,-0.2,3450.08,False
expert,2579,50,PROD_P2_STEP1,1,1,24.9,3468.4000000001097,2579,1139,0,1,1.0,0.0,1.0,1.0,3.0,1.0,13.0,1,-0.2,3443.5,ppo,200,WAIT,0,1,19.36,3469.0400000000923,2579,1139,1,0,11.0,0.0,0.0,13.0,22.0,0.0,60.0,1,-0.2,3449.68,False
expert,2580,151,ORDER_RAW,2,1,-2.0,3466.4000000001097,2580,1140,1,1,2.0,0.0,1.0,0.0,4.0,1.0,11.0,0,24.9,3468.4,ppo,200,WAIT,0,1,-0.2,3468.8400000000925,2580,1140,1,0,11.0,0.0,0.0,12.0,22.0,0.0,60.0,0,19.36,3469.04,False
expert,2583,200,WAIT,0,1,-0.2,3465.8000000001102,2583,1143,1,1,2.0,0.0,1.0,0.0,4.0,1.0,13.0,12,-0.2,3466.0,ppo,100,PROD_P2_STEP2,1,1,15.0,3483.440000000093,2583,1143,1,0,41.0,0.0,1.0,12.0,22.0,0.0,30.0,12,-0.2,3468.44,False
expert,2589,50,PROD_P2_STEP1,1,1,5.0,3469.800000000111,2589,1149,0,1,3.0,0.0,2.0,0.0,4.0,1.0,12.0,6,-0.2,3464.8,ppo,200,WAIT,0,1,-0.2,3482.240000000094,2589,1149,1,1,41.0,0.0,0.0,12.0,22.0,0.0,30.0,6,-0.2,3482.44,False
expert,2590,150,ORDER_RAW,1,1,-1.0,3468.800000000111,2590,1150,1,1,2.0,0.0,2.0,0.0,4.0,1.0,12.0,5,5.0,3469.8,ppo,200,WAIT,0,1,-0.2,3482.040000000094,2590,1150,1,1,41.0,0.0,0.0,12.0,22.0,0.0,30.0,5,-0.2,3482.24,False
expert,2592,100,PROD_P2_STEP2,1,1,15.0,3483.6000000001113,2592,1152,1,0,2.0,0.0,2.0,1.0,4.0,1.0,13.0,3,-0.2,3468.6,ppo,200,WAIT,0,1,-0.2,3481.6400000000945,2592,1152,1,1,41.0,0.0,0.0,12.0,22.0,0.0,30.0,3,-0.2,3481.84,False
expert,2598,200,WAIT,0,1,-0.2,3502.300000000112,2598,1158,1,1,3.0,0.0,1.0,0.0,4.0,1.0,12.0,12,-0.2,3502.5,ppo,100,PROD_P2_STEP2,1,1,15.0,3515.2000000000953,2598,1158,1,0,41.0,0.0,1.0,12.0,22.0,0.0,30.0,12,-0.2,3500.2,False
expert,2599,50,PROD_P2_STEP1,1,1,5.0,3507.300000000112,2599,1159,0,1,3.0,0.0,2.0,0.0,4.0,1.0,12.0,11,-0.2,3502.3,ppo,200,WAIT,0,1,-0.2,3515.0000000000955,2599,1159,1,1,41.0,0.0,0.0,12.0,22.0,0.0,30.0,11,15.0,3515.2,False
expert,2600,150,ORDER_RAW,1,1,-1.0,3506.300000000112,2600,1160,1,1,2.0,0.0,2.0,0.0,4.0,1.0,12.0,10,5.0,3507.3,ppo,200,WAIT,0,1,-0.2,3514.8000000000957,2600,1160,1,1,41.0,0.0,0.0,12.0,22.0,0.0,30.0,10,-0.2,3515.0,False
expert,2607,100,PROD_P2_STEP2,1,1,15.0,3520.100000000113,2607,1167,1,0,4.0,0.0,2.0,1.0,4.0,1.0,11.0,3,-0.2,3505.1,ppo,200,WAIT,0,1,-0.2,3513.400000000097,2607,1167,1,1,41.0,0.0,1.0,12.0,22.0,0.0,30.0,3,-0.2,3513.6,False
expert,2609,50,PROD_P2_STEP1,1,1,24.82,3544.7200000001135,2609,1169,0,1,4.0,0.0,2.0,1.0,4.0,1.0,11.0,1,-0.2,3519.9,ppo,200,WAIT,0,1,19.34,3532.5400000000973,2609,1169,1,1,41.0,0.0,1.0,12.0,22.0,0.0,30.0,1,-0.2,3513.2,False
expert,2610,154,ORDER_RAW,5,1,-5.0,3539.7200000001135,2610,1170,1,1,3.0,0.0,2.0,0.0,7.0,2.0,11.0,0,24.82,3544.72,ppo,200,WAIT,0,1,-0.2,3532.3400000000975,2610,1170,1,1,41.0,0.0,1.0,11.0,23.0,0.0,30.0,0,19.34,3532.54,False
expert,2613,200,WAIT,0,1,-0.2,3539.120000000114,2613,1173,1,1,3.0,0.0,2.0,0.0,7.0,2.0,16.0,12,-0.2,3539.32,ppo,100,PROD_P2_STEP2,1,1,15.0,3546.940000000098,2613,1173,0,0,41.0,0.0,2.0,12.0,23.0,0.0,30.0,12,-0.2,3531.94,False
expert,2619,50,PROD_P2_STEP1,1,1,5.0,3543.120000000115,2618,1179,0,1,3.0,0.0,3.0,0.0,7.0,2.0,16.0,6,-0.2,3538.12,ppo,200,WAIT,0,1,-0.2,3545.740000000099,2618,1179,0,1,41.0,0.0,1.0,12.0,23.0,0.0,30.0,6,-0.2,3545.94,False
expert,2620,150,ORDER_RAW,1,1,-1.0,3542.120000000115,2620,1180,1,1,2.0,0.0,3.0,0.0,7.0,2.0,16.0,5,5.0,3543.12,ppo,200,WAIT,0,1,-0.2,3545.540000000099,2620,1180,0,1,41.0,0.0,1.0,12.0,23.0,0.0,30.0,5,-0.2,3545.74,False
expert,2622,100,PROD_P2_STEP2,1,1,15.0,3556.920000000115,2622,1182,1,0,3.0,0.0,3.0,1.0,7.0,2.0,16.0,3,-0.2,3541.92,ppo,200,WAIT,0,1,-0.2,3545.1400000000995,2622,1182,0,1,41.0,0.0,1.0,12.0,23.0,0.0,30.0,3,-0.2,3545.34,False
expert,2625,150,ORDER_RAW,1,1,-1.0,3575.320000000115,2625,1185,1,1,3.0,0.0,2.0,0.0,8.0,2.0,16.0,0,19.6,3576.32,ppo,200,WAIT,0,1,-0.2,3544.0800000001,2625,1185,0,1,41.0,0.0,1.0,12.0,23.0,0.0,30.0,0,-0.66,3544.28,False
expert,2628,200,WAIT,0,1,-0.2,3574.7200000001158,2628,1188,1,1,3.0,0.0,2.0,0.0,8.0,2.0,17.0,12,-0.2,3574.92,ppo,100,PROD_P2_STEP2,1,1,15.0,3558.6800000001003,2628,1188,0,0,50.0,0.0,1.0,13.0,23.0,0.0,15.0,12,-0.2,3543.68,False
expert,2629,50,PROD_P2_STEP1,1,1,5.0,3579.7200000001158,2629,1189,0,1,3.0,0.0,3.0,0.0,8.0,2.0,17.0,11,-0.2,3574.72,ppo,200,WAIT,0,1,-0.2,3558.4800000001005,2629,1189,0,1,50.0,0.0,0.0,13.0,23.0,0.0,15.0,11,15.0,3558.68,False
expert,2630,150,ORDER_RAW,1,1,-1.0,3578.7200000001158,2630,1190,1,1,2.0,0.0,3.0,0.0,8.0,2.0,17.0,10,5.0,3579.72,ppo,200,WAIT,0,1,-0.2,3558.2800000001007,2630,1190,0,1,50.0,0.0,0.0,13.0,23.0,0.0,15.0,10,-0.2,3558.48,False
expert,2637,100,PROD_P2_STEP2,1,1,15.0,3592.520000000117,2637,1197,1,0,3.0,0.0,3.0,1.0,8.0,2.0,17.0,3,-0.2,3577.52,ppo,200,WAIT,0,1,-0.2,3556.880000000102,2637,1197,0,1,50.0,0.0,0.0,13.0,23.0,0.0,15.0,3,-0.2,3557.08,False
expert,2639,50,PROD_P2_STEP1,1,1,24.8,3617.120000000117,2639,1199,0,1,3.0,0.0,3.0,1.0,8.0,2.0,17.0,1,-0.2,3592.32,ppo,200,WAIT,0,1,-0.66,3556.0200000001023,2639,1199,0,1,50.0,0.0,0.0,13.0,23.0,0.0,15.0,1,-0.2,3556.68,False
expert,2640,150,ORDER_RAW,1,1,-1.0,3616.120000000117,2640,1200,1,1,3.0,0.0,3.0,0.0,8.0,2.0,16.0,0,24.8,3617.12,ppo,200,WAIT,0,1,-0.2,3555.8200000001025,2640,1200,0,1,50.0,0.0,0.0,13.0,23.0,0.0,15.0,0,-0.66,3556.02,False
expert,2643,200,WAIT,0,1,-0.2,3615.5200000001178,2643,1203,1,1,3.0,0.0,3.0,0.0,8.0,2.0,17.0,12,-0.2,3615.72,ppo,53,PROD_P2_STEP1,4,1,20.0,3575.420000000103,2643,1203,0,0,50.0,0.0,0.0,14.0,23.0,0.0,15.0,12,-0.2,3555.42,False
expert,2649,50,PROD_P2_STEP1,1,1,5.0,3619.5200000001187,2649,1209,0,1,3.0,0.0,4.0,0.0,8.0,2.0,17.0,6,-0.2,3614.52,ppo,200,WAIT,0,1,-0.2,3574.220000000104,2649,1209,1,0,46.0,0.0,0.0,14.0,23.0,0.0,15.0,6,-0.2,3574.42,False
expert,2650,150,ORDER_RAW,1,1,-1.0,3618.5200000001187,2650,1210,1,1,2.0,0.0,4.0,0.0,8.0,2.0,17.0,5,5.0,3619.52,ppo,200,WAIT,0,1,-0.2,3574.020000000104,2650,1210,1,0,46.0,0.0,0.0,14.0,23.0,0.0,15.0,5,-0.2,3574.22,False
expert,2652,100,PROD_P2_STEP2,1,1,15.0,3633.320000000119,2652,1212,1,0,2.0,0.0,4.0,1.0,8.0,2.0,18.0,3,-0.2,3618.32,ppo,200,WAIT,0,1,-0.2,3573.6200000001045,2652,1212,1,0,46.0,0.0,0.0,14.0,23.0,0.0,15.0,3,-0.2,3573.82,False
expert,2653,200,WAIT,0,1,-0.2,3633.120000000119,2653,1213,1,1,2.0,0.0,3.0,1.0,8.0,2.0,18.0,2,15.0,3633.32,ppo,100,PROD_P2_STEP2,1,1,15.0,3588.6200000001045,2653,1213,1,0,46.0,0.0,1.0,14.0,23.0,0.0,15.0,2,-0.2,3573.62,False
expert,2659,50,PROD_P2_STEP1,1,1,5.0,3656.9200000001197,2659,1219,0,1,2.0,0.0,4.0,0.0,8.0,2.0,18.0,11,-0.2,3651.92,ppo,200,WAIT,0,1,-0.2,3586.9600000001055,2659,1219,1,1,46.0,0.0,0.0,14.0,23.0,0.0,15.0,11,-0.2,3587.16,False
expert,2660,150,ORDER_RAW,1,1,-1.0,3655.9200000001197,2660,1220,1,1,1.0,0.0,4.0,0.0,8.0,2.0,18.0,10,5.0,3656.92,ppo,200,WAIT,0,1,-0.2,3586.7600000001057,2660,1220,1,1,46.0,0.0,0.0,14.0,23.0,0.0,15.0,10,-0.2,3586.96,False
expert,2667,100,PROD_P2_STEP2,1,1,15.0,3669.7200000001208,2666,1227,1,0,3.0,0.0,4.0,1.0,8.0,2.0,17.0,3,-0.2,3654.72,ppo,200,WAIT,0,1,-0.2,3585.360000000107,2666,1227,1,1,46.0,0.0,1.0,14.0,23.0,0.0,15.0,3,-0.2,3585.56,False
expert,2668,200,WAIT,0,1,-0.2,3669.520000000121,2668,1228,1,1,4.0,0.0,3.0,1.0,8.0,2.0,16.0,2,15.0,3669.72,ppo,100,PROD_P2_STEP2,1,1,15.0,3600.360000000107,2668,1228,1,0,46.0,0.0,1.0,15.0,23.0,0.0,15.0,2,-0.2,3585.36,False
expert,2669,50,PROD_P2_STEP1,1,1,24.82,3694.340000000121,2669,1229,0,1,4.0,0.0,4.0,1.0,8.0,2.0,16.0,1,-0.2,3669.52,ppo,200,WAIT,0,1,-0.66,3599.700000000107,2669,1229,1,1,46.0,0.0,0.0,15.0,23.0,0.0,15.0,1,15.0,3600.36,False
expert,2679,50,PROD_P2_STEP1,1,1,5.0,3697.5400000001227,2679,1239,0,1,3.0,0.0,5.0,0.0,8.0,1.0,16.0,6,-0.2,3692.54,ppo,200,WAIT,0,1,-0.2,3597.700000000109,2679,1239,1,1,50.0,0.0,1.0,15.0,23.0,0.0,0.0,6,-0.2,3597.9,False
expert,2680,150,ORDER_RAW,1,1,-1.0,3696.5400000001227,2680,1240,1,1,2.0,0.0,5.0,0.0,8.0,1.0,16.0,5,5.0,3697.54,ppo,200,WAIT,0,1,-0.2,3597.500000000109,2680,1240,1,1,50.0,0.0,1.0,15.0,23.0,0.0,0.0,5,-0.2,3597.7,False
expert,2682,100,PROD_P2_STEP2,1,1,15.0,3711.340000000123,2682,1242,1,0,2.0,0.0,5.0,1.0,8.0,1.0,17.0,3,-0.2,3696.34,ppo,200,WAIT,0,1,-0.2,3597.1000000001095,2682,1242,1,1,50.0,0.0,1.0,15.0,23.0,0.0,0.0,3,-0.2,3597.3,False
expert,2683,200,WAIT,0,1,-0.2,3711.140000000123,2682,1243,1,1,2.0,0.0,4.0,1.0,8.0,1.0,17.0,2,15.0,3711.34,ppo,100,PROD_P2_STEP2,1,1,15.0,3612.1000000001095,2682,1243,0,0,50.0,0.0,2.0,16.0,23.0,0.0,0.0,2,-0.2,3597.1,False
expert,2689,1,PROD_P1,2,1,1.0,3730.9800000001237,2689,1249,0,1,2.0,0.0,5.0,0.0,8.0,0.0,17.0,11,-0.2,3729.98,ppo,200,WAIT,0,1,-0.2,3610.4400000001106,2689,1249,0,1,50.0,0.0,1.0,16.0,23.0,0.0,0.0,11,-0.2,3610.64,False
expert,2690,150,ORDER_RAW,1,1,-1.0,3729.9800000001237,2690,1250,1,1,0.0,0.0,5.0,0.0,8.0,0.0,17.0,10,1.0,3730.98,ppo,200,WAIT,0,1,-0.2,3610.2400000001107,2690,1250,0,1,50.0,0.0,1.0,16.0,23.0,0.0,0.0,10,-0.2,3610.44,False
expert,2697,100,PROD_P2_STEP2,1,1,15.0,3743.780000000125,2697,1257,0,0,1.0,2.0,5.0,1.0,8.0,0.0,17.0,3,-0.2,3728.78,ppo,200,WAIT,0,1,-0.2,3608.840000000112,2697,1257,0,1,50.0,0.0,1.0,16.0,23.0,0.0,0.0,3,-0.2,3609.04,False
expert,2698,200,WAIT,0,1,-0.2,3743.580000000125,2698,1258,0,1,1.0,2.0,4.0,1.0,8.0,0.0,17.0,2,15.0,3743.78,ppo,100,PROD_P2_STEP2,1,1,15.0,3623.840000000112,2698,1258,0,0,50.0,0.0,1.0,17.0,23.0,0.0,0.0,2,-0.2,3608.84,False
expert,2701,1,PROD_P1,2,1,1.0,3748.060000000125,2701,1261,0,1,3.0,0.0,4.0,1.0,6.0,0.0,15.0,14,-0.2,3747.06,ppo,200,WAIT,0,1,-0.2,3622.7800000001125,2701,1261,0,1,50.0,0.0,0.0,17.0,23.0,0.0,0.0,14,-0.2,3622.98,False
expert,2711,1,PROD_P1,2,1,1.0,3747.2600000001266,2711,1271,0,1,2.0,2.0,4.0,1.0,6.0,0.0,14.0,4,-0.2,3746.26,ppo,200,WAIT,0,1,-0.2,3620.7800000001143,2711,1271,0,1,50.0,0.0,0.0,17.0,23.0,0.0,0.0,4,-0.2,3620.98,False
expert,2712,151,ORDER_RAW,2,1,-2.0,3745.2600000001266,2712,1272,1,0,0.0,2.0,4.0,2.0,6.0,0.0,14.0,3,1.0,3747.26,ppo,200,WAIT,0,1,-0.2,3620.5800000001145,2712,1272,0,1,50.0,0.0,0.0,17.0,23.0,0.0,0.0,3,-0.2,3620.78,False
expert,2713,100,PROD_P2_STEP2,1,1,15.0,3760.2600000001266,2713,1273,1,0,0.0,2.0,4.0,2.0,6.0,0.0,16.0,2,-2.0,3745.26,ppo,53,PROD_P2_STEP1,4,1,20.0,3640.5800000001145,2713,1273,0,0,50.0,0.0,0.0,18.0,23.0,0.0,0.0,2,-0.2,3620.58,False
expert,2720,0,PROD_P1,1,1,0.5,3765.5000000001273,2720,1280,0,1,1.0,1.0,3.0,2.0,3.0,0.0,15.0,10,-0.2,3765.0,ppo,200,WAIT,0,1,-0.2,3658.7200000001158,2720,1280,1,0,46.0,0.0,0.0,17.0,23.0,0.0,0.0,10,-0.2,3658.92,False
